label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
C,0.0,0.0,0.0,-0.1988975406240983,-0.0150541806416377,0.0048884544165126,-0.3583406788743853,-0.1135493273974214,-0.0154514890608601,-0.4744803397126865,-0.1505328154049684,-0.0579027313391087,-0.5833063891164498,-0.2411813451267738,-0.0974562185489915,-0.3486617398229532,-0.6104168244416265,0.0800199564234677,-0.4665977586330712,-0.8490341175454862,0.0099965817389744,-0.5718878046267053,-0.8527372615523258,-0.062732716356395,-0.6545366395818212,-0.7888980835428643,-0.1067693934583984,-0.2966468945104227,-0.6689886529977934,0.0272854213521257,-0.4349254224420947,-0.9727255363512932,-0.0461020288644711,-0.5574447822221423,-0.9450143170329754,-0.1139271534908398,-0.6384104537336962,-0.8172002889572744,-0.1510211776266336,-0.2402269146848691,-0.6942557004453201,-0.0394684923458068,-0.3652501558730151,-1.0,-0.0932216683053178,-0.4981045679986158,-0.9709928070756032,-0.1330152508210743,-0.5854778336411602,-0.8514067071331342,-0.1517618121914704,-0.1791007167334595,-0.6776631346976847,-0.1106292822050065,-0.2951523117677008,-0.8949350750997281,-0.1448475371050212,-0.4056769707115498,-0.9116482126157492,-0.1642688421826027,-0.4897530710931951,-0.8555010754056531,-0.1739564120286409
C,0.0,0.0,0.0,-0.2038534382582467,-0.0137579201399456,0.0177140931510346,-0.3605208302033535,-0.123966259002504,0.0071640923881477,-0.4763816641971735,-0.1791309917167434,-0.0279160091301784,-0.5768693623095515,-0.2838240966337454,-0.0594485878504622,-0.3382043126903344,-0.6134693442808677,0.0996431512885126,-0.4533423624848109,-0.8465280811950188,0.0354123625639929,-0.5571808002233593,-0.8351272185540645,-0.0335141376078174,-0.6266591621198412,-0.7563986920669231,-0.0744527429534975,-0.2934985549577302,-0.6719154845232167,0.0447262545183946,-0.4243379281534734,-0.9768393378866478,-0.0200850681293385,-0.5463016236221122,-0.94328575919875,-0.0828507760147364,-0.6153843365812635,-0.8077854684833001,-0.1172660953919354,-0.2454302489279539,-0.6986931074891878,-0.0238529640387097,-0.361865615687153,-1.0,-0.067672548970939,-0.4943689592363507,-0.9722120926169266,-0.1041913244070794,-0.5726784532792271,-0.8524038888175043,-0.1227150370953327,-0.1942404785574995,-0.6840215937333137,-0.0966288352000293,-0.2982075255841872,-0.8978572172668025,-0.1221328608461244,-0.4101525575067663,-0.9220589131088758,-0.1398819802524827,-0.4928464590998496,-0.8705100889894432,-0.1498852106839656
C,0.0,0.0,0.0,-0.2025734096592228,-0.0536109751595644,0.0132522313655988,-0.3563590523963756,-0.1988355123628676,0.002761545128243,-0.4694198107665829,-0.266231695957033,-0.027799724930758,-0.5555573744294907,-0.3846619929030508,-0.053683668083338,-0.2002226078977362,-0.7293465472668728,0.0872453454429592,-0.3159724785813674,-0.9122509511504284,0.0416516893504461,-0.4340985410218248,-0.9323404508840004,-0.0114091561934704,-0.5298299594149833,-0.896442449622296,-0.0461536657113779,-0.1584660879306764,-0.7602555258039747,0.0380452207758549,-0.3167110156387894,-1.0,-0.0104503567504913,-0.4542296892565241,-0.9880857446868928,-0.0589585857746524,-0.5418824120272854,-0.8933115736618887,-0.0869278093140735,-0.1381309288562308,-0.7375990752696434,-0.0232018511619083,-0.3009220020456764,-0.9796587161459768,-0.0699948191354359,-0.4490859880076815,-0.971268436282526,-0.0986382069069237,-0.543361045176931,-0.8911135573109545,-0.1096463567613489,-0.1466254413321284,-0.659669273038776,-0.0868987862108481,-0.2904798096641227,-0.8596590279529372,-0.1235032459969374,-0.4068642075119865,-0.8959952293535073,-0.1378468394496594,-0.4913932926982048,-0.8696148014764059,-0.1417043787470804
C,0.0,0.0,0.0,-0.1973183292324704,-0.0692181138391181,0.0058614907519952,-0.3467996572890289,-0.2146143414635677,-0.0132715257575544,-0.4595932962937148,-0.2767016825602652,-0.0505622868862483,-0.5464063868129336,-0.3883523540312801,-0.083191849399737,-0.1848864282466273,-0.7328683173657781,0.064448579569425,-0.3059152603870536,-0.9192328715669792,0.0091743991317737,-0.4252130569921711,-0.9414877941152412,-0.051057359211441,-0.5223209233205492,-0.8972375819378857,-0.088978899924953,-0.1458794115465269,-0.7576767638510297,0.0184709876720339,-0.3053787379800716,-1.0,-0.034753508632259,-0.4434772299576721,-0.997595173898028,-0.0877633483501118,-0.534177754759059,-0.9023728678332854,-0.1200556408942209,-0.124853291152602,-0.7305075291305446,-0.0389576856911525,-0.2815117829867714,-0.9780809082064844,-0.0855022616210631,-0.4309810090341499,-0.9829131956498208,-0.118039003545045,-0.5293972370216596,-0.9068623770721608,-0.1337634074034344,-0.1328666141200416,-0.6481405823173062,-0.0993188551676891,-0.2667506934563315,-0.8528626518325916,-0.1348944550183413,-0.3824163185284674,-0.8977751128456328,-0.1517612941461092,-0.4681890844807644,-0.8753945759243078,-0.1588118210429366
C,0.0,0.0,0.0,-0.2022256533399657,-0.0743207982594475,0.0013469631813273,-0.3545572299067765,-0.2136391699140618,-0.0248660575542792,-0.4678806660672604,-0.2733917552661727,-0.0672567616355974,-0.5478650829722773,-0.374846507614917,-0.1051731430890732,-0.199175284507036,-0.7358156968867926,0.0492485463561311,-0.3290975781273214,-0.919782386920765,-0.0114910964501135,-0.44668061368341,-0.924971469510068,-0.0763136721219418,-0.5434586767355177,-0.86154023927094,-0.1163138385727269,-0.1600991331353165,-0.7563710757507893,0.007141151226316,-0.3361011668612719,-1.0,-0.0533985473031118,-0.4670161124359921,-0.9681975003218966,-0.1130119433448296,-0.546376105040625,-0.8455878161326852,-0.1485706663564168,-0.1368169327494808,-0.7215967830153068,-0.0446649124416594,-0.296479166964719,-0.9605786214463444,-0.0912416319470502,-0.4395804009565555,-0.9463246015911044,-0.1274089664344423,-0.530507980283423,-0.8475117120825112,-0.1457732889604884,-0.1408185746970595,-0.6309265008358306,-0.0990956259955405,-0.2717966890325165,-0.8242968623614332,-0.1307520547925718,-0.3856763184277801,-0.8635427109963166,-0.1484027161386827,-0.4718035121390769,-0.8404209636647566,-0.1568130065939269
C,0.0,0.0,0.0,-0.2046808856666861,-0.0739370528000838,0.0032667781293907,-0.362054709794542,-0.2074496861242102,-0.0216060347373605,-0.4786236731991092,-0.2641637248161805,-0.0641697438894333,-0.5591218422290009,-0.3768061886722459,-0.1019896596291902,-0.2043280652200356,-0.7384814204752794,0.0579099143709221,-0.3338906776325501,-0.9156250623036106,-0.0025114949830926,-0.4569925316311931,-0.9216501154674916,-0.067226261020714,-0.5556606176441137,-0.8616835202833675,-0.1077010106134025,-0.1653009715219016,-0.7590375237425759,0.0128184847323917,-0.3412761616361191,-1.0,-0.0485286919591918,-0.4797582989529409,-0.967676830807699,-0.1078019284617936,-0.5631549719569349,-0.8457819587560739,-0.1426716982346915,-0.1438877945854718,-0.7269252627728282,-0.0430029847334067,-0.3075344302353009,-0.9626424750567144,-0.0917671142122382,-0.4570763124864612,-0.9438696271326316,-0.1268200636007612,-0.5496319802725208,-0.8436305380769427,-0.1434605459499943,-0.1491207378449996,-0.6390543784793417,-0.1015089137690061,-0.2878293522866237,-0.8339426486443743,-0.1346801051058865,-0.4048243883829556,-0.8658892520139327,-0.1504774585941158,-0.4902947495613265,-0.8313314413196874,-0.1567219744763002
C,0.0,0.0,0.0,-0.2106699501156655,-0.0684326961979863,0.00993502415732,-0.3729244253016111,-0.2010603549929617,-0.0110632844640546,-0.4923057248429082,-0.2575337359821197,-0.0516904360914849,-0.5678892978282725,-0.3769286887487865,-0.0874975236116177,-0.2133359699228547,-0.7419756581195959,0.0725988886393303,-0.3433135376735723,-0.9144037204128918,0.0161324213732794,-0.4667368745855677,-0.9175425969253846,-0.0466331676376717,-0.5655316133606823,-0.856949127627165,-0.0865626474486474,-0.1733236001006697,-0.7661855573451394,0.0239664572029837,-0.3533117946118001,-1.0,-0.0339794650308614,-0.4913254232613641,-0.963848989866121,-0.0918001953657796,-0.5725853246941791,-0.8401351805843853,-0.1260953908412827,-0.1509414126446161,-0.7367519340931505,-0.0356638392671341,-0.3213500491288559,-0.9653943074242144,-0.0824534177203875,-0.4707502401829896,-0.939811690164626,-0.1154537754348922,-0.5608981637777201,-0.8343432548288044,-0.1308688713169429,-0.1562099647610253,-0.6489234659349752,-0.0977907257731054,-0.3004942922691342,-0.8366272118793984,-0.1298187391764767,-0.420134320431187,-0.863142571985493,-0.1442849003400592,-0.5062820765463529,-0.8239214065734819,-0.1496369931291992
C,0.0,0.0,0.0,-0.2134013500326441,-0.0671918959063301,0.0031838913887343,-0.3716162759349048,-0.1956173821691192,-0.0239783362463326,-0.4893429831851471,-0.2501265626602334,-0.0692207388325263,-0.57493367930994,-0.3642928105448621,-0.1104632509284829,-0.2236075671246123,-0.7530246271679801,0.0558928492699339,-0.3672270689572768,-0.9198327052762824,-0.0101407963721343,-0.4905684716752534,-0.9073695894172736,-0.0803760671205222,-0.5858913839481888,-0.828070136362856,-0.123553263777319,-0.1800400824292977,-0.7777401917998533,0.0099352563600646,-0.3748649108910707,-1.0,-0.0549197962597244,-0.512430054119168,-0.9513600323703436,-0.1191027620741174,-0.5912729071454657,-0.817352564361347,-0.1578613007034542,-0.1544598082929516,-0.7438691933724321,-0.0467100877320228,-0.3346687956107002,-0.9718371979607054,-0.0991349067857007,-0.485493436606608,-0.940469495266719,-0.1376061707974981,-0.5766858355154082,-0.82820041121844,-0.1566566498099056,-0.1568465178911575,-0.6486970890356134,-0.105820012332695,-0.3065646926603865,-0.8367390405552702,-0.143272619488694,-0.428466459618971,-0.8622062087395287,-0.1619665827398161,-0.5170106711695597,-0.8242494753043884,-0.1700136362079578
C,0.0,0.0,0.0,-0.2142671962069097,-0.0544726069524248,-0.0018832270125071,-0.3787837452745921,-0.1781127262415804,-0.0324335899997259,-0.5012758104698513,-0.2293658257655505,-0.0789767032180574,-0.5820510356916014,-0.3455317879604168,-0.1206863547038068,-0.225292583140413,-0.755455127121685,0.0512438921850974,-0.3702255876033535,-0.9244381232506552,-0.0121438212180191,-0.4941871433370433,-0.9117803067228374,-0.0807311836914363,-0.5917100255208848,-0.8318646609967616,-0.1234368936650598,-0.1839486094425637,-0.7769439131976661,0.0091117271037553,-0.3854565320911626,-1.0,-0.0559115015009089,-0.5188505526252241,-0.9460847053994076,-0.121012641916504,-0.5945835504490409,-0.8066183413271655,-0.1598277509138491,-0.1610988030174349,-0.7393419272581144,-0.0431923673186093,-0.3467359473246318,-0.9587018456062444,-0.0926201388546758,-0.4931512997837843,-0.927447820345314,-0.130839428875208,-0.5825298006649877,-0.8152029152298458,-0.1501960393501087,-0.1653139452220868,-0.6404283356862481,-0.0981113106903911,-0.3197598320395224,-0.815326931254446,-0.1313095881183291,-0.4396350539183336,-0.8441843263849294,-0.1492663720987783,-0.5288274723196467,-0.8151431864941523,-0.1573709245037892
C,0.0,0.0,0.0,-0.2118216154032846,-0.0577734548476809,0.005624730224207,-0.3772045512657796,-0.1874531594488326,-0.0179719120891917,-0.4977551339564354,-0.2424385718800306,-0.0598583807008598,-0.5812982588192492,-0.3556559254950422,-0.0969607196482532,-0.2253031091220682,-0.7497490622608667,0.0619034834161803,-0.364199642027976,-0.918621691693926,0.0011818764153727,-0.4911133468249589,-0.9188616081269024,-0.0636550575276239,-0.5924724710974947,-0.8567381017459141,-0.104346916251185,-0.183139768260216,-0.772694377556073,0.0145596383211604,-0.3724776870756507,-1.0,-0.0469657328923828,-0.5146676182887786,-0.9603684271830424,-0.1045119095548714,-0.5995145056630952,-0.8353713855336423,-0.1380453066648297,-0.1596205329486008,-0.7385885396050057,-0.0438275501050643,-0.3390557501750647,-0.9592639762923584,-0.0935294317494617,-0.4906233047490924,-0.9300928991696664,-0.1252677553716708,-0.5835895303624223,-0.8270748942998732,-0.1393050854637347,-0.1627317896698573,-0.6434238534477198,-0.1049217136215709,-0.3147784810273435,-0.8278395409196735,-0.1397152085682441,-0.4358815211908394,-0.8510366060502562,-0.1536526798258377,-0.5239928034351207,-0.8136990891064482,-0.1579363714947048
C,0.0,0.0,0.0,-0.2110727657726401,-0.0538308777115528,0.0027482550552054,-0.3737801291858584,-0.1809489376554686,-0.0181914390213133,-0.4928042348514064,-0.2320359567576409,-0.0579228901299256,-0.5770541087852014,-0.3449713514331929,-0.0928880782781616,-0.234787924380897,-0.728008499173286,0.0699608236281401,-0.3570433562328023,-0.9095485839402834,0.0109227435614168,-0.4812697418286915,-0.9200006394536656,-0.0531548696131937,-0.5812149596478093,-0.8676948355659958,-0.0937012965268254,-0.1902564637818425,-0.7550256482316732,0.0232049211493419,-0.3581227818226954,-1.0,-0.0397348570998269,-0.4989805231912584,-0.9718303283837844,-0.0988105472435175,-0.5874141849126236,-0.8541438624785386,-0.1318315522538455,-0.1596599959987808,-0.7321098067054362,-0.0358189346572158,-0.32039154025969,-0.965386210899928,-0.0892825862631655,-0.474258456745767,-0.9458978178527818,-0.1250911516755106,-0.5726805700729429,-0.8476133260753798,-0.1398513090552519,-0.1537649745973556,-0.6513822567130761,-0.0979757532257919,-0.2972405373310617,-0.8437113844415131,-0.1359474270502078,-0.4183491229348514,-0.8675277898801592,-0.1525951166936881,-0.5071886987222164,-0.8253742396785865,-0.1580034090176145
